Indicator Category,Indicator,Year,Gender,Race/ Ethnicity,Value,Place
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2010,Both,White,66.9,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,17.5,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,19.2,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,17.1,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Black,33.6,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Black,29,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Black,36,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Hispanic,16.2,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Hispanic,17.4,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Hispanic,16.1,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Other,10,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Other,8.9,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Other,8.8,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,White,17.3,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,White,19.3,"San Antonio, TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,White,16,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,15.9,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,3,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,9.2,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,14.2,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,2.5,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,9.4,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,15,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,2.5,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,7.8,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,9.7,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,9.5,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,5.5,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,6.4,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,7,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,6.2,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Other,6.5,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,4.2,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,12,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,13.5,"San Antonio, TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,9.5,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,204.6,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,126.6,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,123.3,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,211.1,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,143.2,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,113.7,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,182.4,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,139.2,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,143.7,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,152.4,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,196.4,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,174,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,143.3,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,145.5,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,155.9,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Other,85.9,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,84.9,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,37.8,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,150.1,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,144.9,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,161.6,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Male,All,40.7,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Female,All,4.3,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,22.2,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,35.8,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,4.6,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,19.9,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,34,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,5.5,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,19.5,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,43.4,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,37.2,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,36.5,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,23.8,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,21.2,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,21.1,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,23.4,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,26.8,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,30.1,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,White,13.5,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,12.3,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,11,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,4.6,"San Antonio, TX"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Hispanic,4.5,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,4,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,1.1,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,2.9,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,5.2,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,1,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,3,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,1.4,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,2.8,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,8.1,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,5,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,8.7,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,2.6,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,3.7,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2013,Both,All,6,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,2.9,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,1.1,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,1.4,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,1.8,"San Antonio, TX"
HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,1.5,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,9,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,1.9,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,5.5,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,9.3,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,1.8,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,5.6,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,8.6,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Both,White,79.9,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,2.3,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,4.7,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,11.1,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,9.9,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,14.6,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,5.7,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,6.5,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,5,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Other,2.3,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,3.6,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,3.5,"San Antonio, TX"
Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,2.5,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2012,Both,All,6.4,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2011,Both,All,4.9,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2013,Both,Black,8.6,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2012,Both,Black,6.2,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2013,Both,Hispanic,6.5,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2012,Both,Hispanic,7.2,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2011,Both,Hispanic,4.8,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2013,Both,Other,5.1,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2012,Both,Other,1.9,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2011,Both,Other,4.2,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2013,Both,White,4.2,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2012,Both,White,5,"San Antonio, TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2011,Both,White,4.7,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Both,All,79.4,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Male,All,76.8,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Female,All,81.7,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Both,Black,75.9,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Both,Hispanic,79.3,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,37.6,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,23.1,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,28.1,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,38.7,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,22.2,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,29,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,53.3,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,24.3,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,31.6,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,44.4,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,48.1,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,47.9,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,21.3,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,18.2,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,21.4,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Other,19.4,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,30.7,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,6.2,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,35.8,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,37.1,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,43.3,"San Antonio, TX"
Demographics,Median Household Income (Dollars),2013,Both,All,45399,"San Antonio, TX"
Demographics,Median Household Income (Dollars),2012,Both,All,45524,"San Antonio, TX"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,5.1,"San Antonio, TX"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2013,Both,White,89.3,"San Antonio, TX"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,12.3,"San Antonio, TX"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,7.6,"San Antonio, TX"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,11.5,"San Antonio, TX"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,4.1,"San Antonio, TX"
